Number of deaths from earthquakes,Number of people injured from earthquakes,Number of people affected by earthquakes,Number of people left homeless from earthquakes,Number of total people affected by earthquakes,Reconstruction costs from earthquakes,Insured damages against earthquakes,Total economic damages from earthquakes,Death rates from earthquakes,Injury rates from earthquakes,"Number of people affected by earthquakes per 100,000",Homelessness rate from earthquakes,"Total number of people affected by earthquakes per 100,000",Total economic damages from earthquakes as a share of GDP,Entity,Year
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Honduras,2010
0,0,0,0,0,,,,0,0,0,0,0,,Hong Kong,1900
0,0,0,0,0,,,,0,0,0,0,0,,Hong Kong,1910
0,0,0,0,0,,,,0,0,0,0,0,,Hong Kong,1920
0,0,0,0,0,,,,0,0,0,0,0,,Hong Kong,1930
0,0,0,0,0,,,,0,0,0,0,0,,Hong Kong,1940
0,0,0,0,0,,,,0,0,0,0,0,,Hong Kong,1950
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hong Kong,1960
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hong Kong,1970
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hong Kong,1980
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hong Kong,1990
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hong Kong,2000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hong Kong,2010
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hungary,1970
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hungary,1980
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hungary,1990
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hungary,2000
0,0,180,0,180,0,0,0,0,0,1.830384381,0,1.830384381,0,Hungary,2010
0.1,0.6,0,0,0.6,0,0,0,0.045454545,0.272727273,0,0,0.272727273,0,Iceland,1970
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Iceland,1980
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Iceland,1990
0,0.1,12.9,6.9,19.9,0,0,2400,0,0.035714286,4.607142857,2.464285714,7.107142857,0.026590852,Iceland,2000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Iceland,2010
2000,0,0,0,0,,,,0.805277051,0,0,0,0,,India,1900
0,0,0,0,0,,,,0,0,0,0,0,,India,1910
0,0,0,0,0,,,,0,0,0,0,0,,India,1920
0,0,0,0,0,,,,0,0,0,0,0,,India,1930
0,0,0,0,0,,,,0,0,0,0,0,,India,1940
161.3,21.9,0,0,21.9,,,,0.042566121,0.005246225,0,0,0.005246225,,India,1950
19.2,227.2,5000,0,5227.2,0,0,40,0.003695553,0.043658641,0.960797554,0,1.004456194,0.0000798,India,1960
7.3,20,0,0,20,0,0,0,0.001222598,0.00360237,0,0,0.00360237,0,India,1970
42.1,393.6,2000080,1000,2001473.6,0,0,7650,0.005082984,0.047219255,238.8252447,0.130406486,239.0028704,0.002611558,India,1980
1139.1,3330.2,55050,13550,71930.2,0,0,37900,0.123333417,0.358052368,5.432537333,1.316051129,7.10664083,0.01317986,India,1990
3770.5,18034.7,501259.9,194020,713314.6,0,10500,464580,0.342601416,1.670639379,46.33752579,17.96005536,65.96822053,0.080645707,India,2000
22.1,114.8,56978,7500,64592.8,0,0,19500,0.00172762,0.008822163,4.54117335,0.599861792,5.149857305,0.000973127,India,2010
1515.8,2,0,0,2,,,,3.310526746,0.004482649,0,0,0.004482649,,Indonesia,1910
96.5,5,0,1125,1130,,,,0.192893919,0.009718304,0,2.267100284,2.276818588,,Indonesia,1920
3.2,13.5,92,888,993.5,,,,0.005555163,0.024362833,0.153346511,1.535259791,1.712969135,,Indonesia,1930
21.3,209.6,1400,0,1609.6,,,,0.033084647,0.325565348,2.174577708,0,2.500143056,,Indonesia,1940
2.4,190.6,103,47.5,341.1,,,,0.003261303,0.230041725,0.123673215,0.057033764,0.410748703,,Indonesia,1950
47.4,31.8,1500,2472.5,4004.3,0,0,0,0.04432324,0.029554837,1.496005665,2.303448269,3.829008771,0,Indonesia,1960
195.2,575.6,55028.5,1800,57404.1,0,0,24135,0.142059854,0.424880099,40.78789537,1.2499132,42.46268867,0.063212222,Indonesia,1970
57.8,102.5,9402.2,850,10354.7,0,0,1695,0.035974931,0.0632187,5.797883985,0.496343155,6.35744584,0.002033436,Indonesia,1980
332.1,743.8,36881.9,16805.5,54431.2,0,5000,50317.6,0.175082393,0.384322772,18.95023348,8.760303187,28.09485944,0.040835222,Indonesia,1990
17492.1,15145.7,629485.6,132773.3,777404.6,0,37104.1,1082903,7.821999442,6.61209425,270.3799285,58.72085987,335.7128826,0.327265731,Indonesia,2000
551.2,623.9,300425.9,8293,309342.8,160000,0,258985,0.208371315,0.2418521,112.424414,3.121300405,115.7875665,0.025148553,Indonesia,2010
535,0,0,0,0,,,,5.088776069,0,0,0,0,,Iran,1900
70,0,0,0,0,,,,0.656456456,0,0,0,0,,Iran,1910
640,112.1,0,0,112.1,,,,5.041916693,0.852427338,0,0,0.852427338,,Iran,1920
319.2,0,0,0,0,,,,2.34294166,0,0,0,0,,Iran,1930
137,600,0,0,600,,,,0.866542146,3.602712554,0,0,3.602712554,,Iran,1940
708.6,598.4,1000,0,1598.4,,,,3.546947981,2.937216441,4.928779141,0,7.865995583,,Iran,1950
2334.8,745,22800,0,23545,0,0,8600,9.445338306,2.943544185,90.22587071,0,93.1694149,0.153294118,Iran,1960
3197.3,294.2,51225.2,0,51519.4,0,0,5900,9.184237526,0.899794191,148.0736089,0,148.9734031,0.014282163,Iran,1970
338.8,438.3,6040.5,57.5,6536.3,0,0,102100,0.83575304,1.080501184,13.6550151,0.122417951,14.85793424,0.101276372,Iran,1980
4287.5,11285.9,70693.5,17938,99917.4,0,11500,843970,7.552480285,19.87663967,122.0187597,30.4735253,172.3689246,0.677848615,Iran,1990
2775.7,2803.7,66078.7,6626,75508.4,0,5900,110892.8,4.072382938,4.100308388,95.87350878,9.72932023,109.7031374,0.071100064,Iran,2000
82.7,1555.8,30684.5,2384.5,34624.8,0,0,199700,0.105551554,1.957587955,38.51661515,3.056344069,43.53054718,0.043250023,Iran,2010
0,0,0,0,0,,,,0,0,0,0,0,,Iraq,1950
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Iraq,1960
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Iraq,1970
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Iraq,1980
2,0,0,50,50,0,0,0,0.011180055,0,0,0.27950137,0.27950137,0,Iraq,1990
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Iraq,2000
1,46.9,550,0,596.9,0,0,0,0.002662903,0.124890155,1.464596703,0,1.589486859,0,Iraq,2010
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ireland,1980
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ireland,1990
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ireland,2000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ireland,2010
2,0,0,0,0,,,,0.535180061,0,0,0,0,,Israel,1900
0,0,0,0,0,,,,0,0,0,0,0,,Israel,1910
0,0,0,0,0,,,,0,0,0,0,0,,Israel,1920
0,0,0,0,0,,,,0,0,0,0,0,,Israel,1930
0,0,0,0,0,,,,0,0,0,0,0,,Israel,1940
0,0,0,0,0,,,,0,0,0,0,0,,Israel,1950
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Israel,1960
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Israel,1970
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Israel,1980
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Israel,1990
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Israel,2000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Israel,2010
7555.7,200,15000,2010,17210,,,,21.0534672,0.571355046,41.78868964,5.742118214,48.1021629,,Italy,1900
3010,0,0,66.9,66.9,,,,7.950689288,0,0,0.178105077,0.178105077,,Italy,1910
140,0,0,0,0,,,,0.374109286,0,0,0,0,,Italy,1920
191.1,0,1000,0,1000,,,,0.468658335,0,2.45272014,0,2.45272014,,Italy,1930
0,0,0,0,0,,,,0,0,0,0,0,,Italy,1940
0,0,0,0,0,,,,0,0,0,0,0,,Italy,1950
24,56.3,5500,3000,8556.3,0,0,25000,0.04560022,0.106638886,10.41765319,5.947424765,16.47171684,0.028427753,Italy,1960
98,185,11694.2,14200,26079.2,0,0,394160,0.176572199,0.333656234,21.07951845,25.55782315,46.97099783,0.184190876,Italy,1970
470.5,802.1,43130,530,44462.1,0,0,2003550,0.834962593,1.422951142,76.50110083,0.932368397,78.85642037,0.419892185,Italy,1980
3.5,32.1,90,4050,4172.1,0,410,502490,0.006141395,0.056317475,0.158609873,7.116141137,7.331068485,0.040668799,Italy,1990
32.7,104.4,23,6450,6577.4,0,26000,435735.2,0.055506399,0.176879835,0.039954834,10.96664879,11.18348346,0.025174152,Italy,2000
35.2,89.7,4332.9,1400,5822.6,0,268100,2121800,0.058076358,0.148727827,7.166238467,2.338048398,9.653014692,0.104583551,Italy,2010
120,0,9000,0,9000,,,,15.38025764,0,1153.519323,0,1153.519323,,Jamaica,1900
0,0,0,0,0,,,,0,0,0,0,0,,Jamaica,1910
0,0,0,0,0,,,,0,0,0,0,0,,Jamaica,1920
0,0,0,0,0,,,,0,0,0,0,0,,Jamaica,1930
0,0,0,0,0,,,,0,0,0,0,0,,Jamaica,1940
0,0,0,0,0,,,,0,0,0,0,0,,Jamaica,1950
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jamaica,1960
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jamaica,1970
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jamaica,1980
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jamaica,1990
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jamaica,2000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jamaica,2010
11.1,0,17.7,295.2,312.9,,,,0.0234889,0,0.037781882,0.603060643,0.640842524,,Japan,1900
10.6,0,0,318.6,318.6,,,,0.020294598,0,0,0.617462608,0.617462608,,Japan,1910
14644.4,10702.8,12946.3,5678.1,29327.2,,,,25.19711847,18.40591002,22.01525439,9.277985776,49.69915018,,Japan,1920
328.6,187.7,0,2573.4,2761.1,,,,0.489924841,0.290855108,0,3.974949343,4.265804451,,Japan,1930
1206,1403.1,0,43831.8,45234.9,,,,1.541080488,1.766214986,0,55.36399954,57.13021452,,Japan,1940
3.3,21.7,0,33.9,55.6,,,,0.003852485,0.025333006,0,0.039575526,0.064908533,,Japan,1950
22,65.7,3750,0,3815.7,0,500,107100,0.022958998,0.06612759,3.839004528,0,3.905132118,0.138393807,Japan,1960
8.3,72.9,363.2,25.5,461.6,0,200,87000,0.007275879,0.063321073,0.313430389,0.022005713,0.398757175,0.008649573,Japan,1970
23.7,34,2359.9,0,2393.9,0,0,46100,0.019732343,0.028324836,1.919835825,0,1.94816066,0.003689899,Japan,1980
554.5,3730.3,27265.7,25292.1,56288.1,0,302770,10152840,0.438909414,2.952770229,21.58327834,20.01578599,44.55183456,0.186911976,Japan,1990
8.1,809,13854.9,4119.9,18783.8,0,219600,4403400,0.006312322,0.630760041,10.80683218,3.206540292,14.64413251,0.093442825,Japan,2000
1995.2,975.4,79333.2,2414.1,82722.7,0,4250000,23460200,1.552759411,0.761099207,61.9370935,1.889476988,64.58766969,0.390968504,Japan,2010
26.8,0,0,0,0,,,,6.773355439,0,0,0,0,,Jordan,1920
0,0,0,0,0,,,,0,0,0,0,0,,Jordan,1930
0,0,0,0,0,,,,0,0,0,0,0,,Jordan,1940
0,0,0,0,0,,,,0,0,0,0,0,,Jordan,1950
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jordan,1960
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jordan,1970
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jordan,1980
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jordan,1990
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jordan,2000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jordan,2010
45,0,0,0,0,,,,0.961979574,0,0,0,0,,Kazakhstan,1910
0,0,0,0,0,,,,0,0,0,0,0,,Kazakhstan,1920
0,0,0,0,0,,,,0,0,0,0,0,,Kazakhstan,1930
0,0,0,0,0,,,,0,0,0,0,0,,Kazakhstan,1940
0,0,0,0,0,,,,0,0,0,0,0,,Kazakhstan,1950
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kazakhstan,1960
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kazakhstan,1970
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kazakhstan,1980
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kazakhstan,1990
0.3,62.6,3600,0,3662.6,0,0,0,0.001986755,0.414569536,23.8410596,0,24.25562914,0,Kazakhstan,2000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kazakhstan,2010
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kenya,1960
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kenya,1970
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kenya,1980
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kenya,1990
0.1,0,0,0,0,0,0,10000,0.000280623,0,0,0,0,0.062129795,Kenya,2000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kenya,2010
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kiribati,1970
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kiribati,1980
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kiribati,1990
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kiribati,2000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kiribati,2010
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kuwait,1990
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kuwait,2000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kuwait,2010
5.8,10,10536.8,3256.8,13803.6,0,0,16300,0.130220027,0.224517288,236.4251046,73.11718352,309.7668054,0.706308366,Kyrgyzstan,1990
7.4,14.2,1500,110.5,1624.7,0,0,0,0.140818268,0.270218839,29.12805246,2.105191814,31.50346312,0,Kyrgyzstan,2000
0,0,1649,529,2178,0,0,1200,0,0,27.35930311,8.877328411,36.23663152,0.017968972,Kyrgyzstan,2010
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Laos,1960
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Laos,1970
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Laos,1980
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Laos,1990
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Laos,2000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Laos,2010
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Latvia,1990
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Latvia,2000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Latvia,2010
13.6,20,0,0,20,,,,0.858585859,1.262626263,0,0,1.262626263,,Lebanon,1950
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lebanon,1960
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lebanon,1970
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lebanon,1980
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lebanon,1990
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lebanon,2000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lebanon,2010
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lesotho,1960
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lesotho,1970
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lesotho,1980
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lesotho,1990
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lesotho,2000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lesotho,2010
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Liberia,1980
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Liberia,1990
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Liberia,2000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Liberia,2010
30,37.5,0,500,537.5,0,0,500,1.866832607,2.333540759,0,31.11387679,33.44741755,0,Libya,1960
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Libya,1970
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Libya,1980
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Libya,1990
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Libya,2000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Libya,2010
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lithuania,1990
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lithuania,2000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lithuania,2010
0,0,0,0,0,,,,0,0,0,0,0,,Low income,1900
9,0,0,0,0,,,,0.01128013,0,0,0,0,,Low income,1910
0,0,0,0,0,,,,0,0,0,0,0,,Low income,1920
17.5,0,0,0,0,,,,0.018340235,0,0,0,0,,Low income,1930
0,0,0,0,0,,,,0,0,0,0,0,,Low income,1940
210.6,200,0,0,200,,,,0.165807861,0.151716291,0,0,0.151716291,,Low income,1950
18.2,127.5,800,42,969.5,0,0,202,0.011144131,0.076515836,0.484713353,0.023575639,0.584804827,0.001342806,Low income,1960
6.1,1.5,9000,0,9001.5,0,0,0,0.002923598,0.000780206,4.232605168,0,4.233385374,0,Low income,1970
79.7,505.4,8444,5658,14607.4,0,0,3700,0.031974452,0.202322531,3.366247561,1.955210244,5.523780335,0.004428867,Low income,1980
745.5,369.8,32968.5,11727.5,45065.8,0,0,9001,0.197443975,0.098416713,9.176921757,3.292289242,12.56762771,0.011382014,Low income,1990
166,284.5,24401.8,3980.5,28666.8,0,0,12905,0.038314437,0.062999327,5.487214415,0.827808979,6.378022721,0.007609092,Low income,2000
22281.5,35877,345991.9,3809.9,385678.8,1150000,20000,800650,4.193642856,6.620954008,64.96549217,0.63643057,72.22287674,0.229970819,Low income,2010
2033.1,0,0,0,0,,,,0.454003947,0,0,0,0,,Lower middle income,1900
11.2,0,0,0,0,,,,0.002310554,0,0,0,0,,Lower middle income,1910
2.9,0,0,0,0,,,,0.000562558,0,0,0,0,,Lower middle income,1920
6305.9,2533,0,750,3283,,,,1.101514426,0.441114051,0,0.123635974,0.564750025,,Lower middle income,1930
436.3,0,0,0,0,,,,0.066260599,0,0,0,0,,Lower middle income,1940
912.1,734.8,0,12925,13659.8,,,,0.12169903,0.094274997,0,1.669404861,1.763679858,,Lower middle income,1950
1278.6,2915.2,20008.2,6198.5,29121.9,0,0,16540,0.144446755,0.32565682,2.006707118,0.631446421,2.96381036,0.019008979,Lower middle income,1960
2116.9,4186.4,67500,30520,102206.4,0,10000,98455.5,0.176768402,0.352068983,5.645168331,2.642437142,8.639674456,0.053420281,Lower middle income,1970
536.1,4217.5,2154524.3,74120,2232861.8,0,22500,710485.2,0.035868017,0.275775749,128.631716,5.067858918,133.9753507,0.115137569,Lower middle income,1980
1768.5,5065.8,289729.2,28804.8,323599.8,0,5540,221992.3,0.093984653,0.27032847,15.71795951,1.441677161,17.42996514,0.024116694,Lower middle income,1990
15101.5,35282,845052.7,766017.4,1646352.1,520000,39500,1962310.4,0.65268445,1.556902228,38.11039719,33.18700536,72.85430477,0.110434283,Lower middle income,2000
1079.6,3070.4,1217999.4,21934.2,1243004,530,12000,617996.9,0.039343486,0.111374616,44.61583385,0.815132187,45.54234066,0.010713888,Lower middle income,2010
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Luxembourg,1980
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Luxembourg,1990
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Luxembourg,2000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Luxembourg,2010
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Macao,1990
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Macao,2000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Macao,2010
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Madagascar,1960
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Madagascar,1970
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Madagascar,1980
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Madagascar,1990
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Madagascar,2000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Madagascar,2010
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Malawi,1960
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Malawi,1970
0.9,10,0,5000,5010,0,0,2800,0.009916263,0.110180696,0,55.09034817,55.20052887,0.176076755,Malawi,1980
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Malawi,1990
0.4,18.6,0,2055,2073.6,0,0,0,0.002831257,0.131653454,0,14.54558324,14.67723669,0,Malawi,2000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Malawi,2010
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Malaysia,1960
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Malaysia,1970
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Malaysia,1980
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Malaysia,1990
8,76.7,0,429.6,506.3,0,0,50000,0.031757374,0.30447382,0,1.705370966,2.009844786,0.040080482,Malaysia,2000
2.4,1,0,0,1,0,0,0.2,0.00792838,0.003303492,0,0,0.003303492,6.64E-08,Malaysia,2010
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Maldives,1980
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Maldives,1990
10.2,221.4,1200,1300,2721.4,0,0,47010,3.279742765,71.18971061,385.85209,418.0064309,875.0482315,3.831828105,Maldives,2000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Maldives,2010
0,0,0,0,0,,,,0,0,0,0,0,,Mali,1910
0,0,0,0,0,,,,0,0,0,0,0,,Mali,1920
0,0,0,0,0,,,,0,0,0,0,0,,Mali,1930
0,0,0,0,0,,,,0,0,0,0,0,,Mali,1940
0,0,0,0,0,,,,0,0,0,0,0,,Mali,1950
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mali,1960
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mali,1970
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mali,1980
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mali,1990
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mali,2000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mali,2010
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marshall Islands,1990
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marshall Islands,2000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marshall Islands,2010
0,0,0,0,0,,,,0,0,0,0,0,,Martinique,1900
0,0,0,0,0,,,,0,0,0,0,0,,Martinique,1910
0,0,0,0,0,,,,0,0,0,0,0,,Martinique,1920
0,0,0,0,0,,,,0,0,0,0,0,,Martinique,1930
0,0,0,0,0,,,,0,0,0,0,0,,Martinique,1940
0,0,0,0,0,,,,0,0,0,0,0,,Martinique,1950
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Martinique,1960
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Martinique,1970
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Martinique,1980
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Martinique,1990
0.1,10,0,0,10,0,0,0,0.025125628,2.512562814,0,0,2.512562814,0,Martinique,2000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Martinique,2010
0,0,0,0,0,,,,0,0,0,0,0,,Mauritania,1910
0,0,0,0,0,,,,0,0,0,0,0,,Mauritania,1920
0,0,0,0,0,,,,0,0,0,0,0,,Mauritania,1930
0,0,0,0,0,,,,0,0,0,0,0,,Mauritania,1940
0,0,0,0,0,,,,0,0,0,0,0,,Mauritania,1950
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mauritania,1960
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mauritania,1970
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mauritania,1980
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mauritania,1990
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mauritania,2000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mauritania,2010
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mauritius,1960
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mauritius,1970
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mauritius,1980
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mauritius,1990
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mauritius,2000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mauritius,2010
4.5,2.2,0,0,2.2,,,,0.029707928,0.014523876,0,0,0.014523876,,Mexico,1910
64.8,16.7,0,0,16.7,,,,0.429914827,0.110795951,0,0,0.110795951,,Mexico,1920
43.4,12,0,200,212,,,,0.239583002,0.066669245,0,1.111154076,1.17782332,,Mexico,1930
0,0,0,0,0,,,,0,0,0,0,0,,Mexico,1940
18.5,30,0,0,30,,,,0.053337286,0.083694976,0,0,0.083694976,,Mexico,1950
7.8,50,400,0,450,0,0,540,0.017334824,0.103237529,0.935213112,0,1.038450641,0.002311463,Mexico,1960
57,52.5,1125,0,1177.5,0,0,3000,0.100866192,0.090040405,1.715673076,0,1.80571348,0.002229472,Mexico,1970
959.4,3120.9,200900,10000,214020.9,0,0,410900,1.263890163,4.111604565,264.4810251,13.16083861,281.7534683,0.210468099,Mexico,1980
11.1,54,20923.5,1227.5,22205,0,0,41270,0.011806468,0.056207561,21.87289506,1.339144475,23.2682471,0.007110124,Mexico,1990
2.9,107.4,17753,0,17860.4,0,2500,11630,0.002813322,0.10419401,17.22237852,0,17.32657253,0.001594601,Mexico,2000
47.6,649.9,155053.1,400,156103,0,296000,977000,0.038194737,0.522655705,124.7613961,0.34108157,125.6251334,0.085154888,Mexico,2010
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Micronesia,1980
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Micronesia,1990
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Micronesia,2000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Micronesia,2010
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Moldova,1990
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Moldova,2000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Moldova,2010
120,0,0,0,0,,,,13.48314607,0,0,0,0,,Mongolia,1950
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mongolia,1960
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mongolia,1970
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mongolia,1980
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mongolia,1990
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mongolia,2000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mongolia,2010
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Montenegro,2000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Montenegro,2010
0,0,0,0,0,,,,0,0,0,0,0,,Montserrat,1920
0,0,0,0,0,,,,0,0,0,0,0,,Montserrat,1930
0,0,0,0,0,,,,0,0,0,0,0,,Montserrat,1940
0,0,0,0,0,,,,0,0,0,0,0,,Montserrat,1950
